cited,citation_count
5348554,80
5257283,80
5231492,80
4625276,79
4123091,79
4371516,79
4556057,79
3498286,79
4881114,79
5091782,79
4289690,79
3400054,79
3871379,79
3739773,79
3701345,79
4337201,79
4142571,79
4605440,79
4646742,79
4740468,79
4064881,79
3994430,79
3691090,79
2118566,79
3232070,79
4680353,79
4929722,79
3708296,79
4752889,79
4009063,79
4120030,79
4703474,79
4509842,79
4458315,79
4823791,79
5021945,79
5120382,79
5120679,79
5341474,79
5061620,79
5403311,79
4281645,79
4706081,79
3771137,79
3846380,79
4339774,79
4973316,79
4096202,79
4801295,79
4175175,79
4275149,79
4724435,79
4453215,79
4975581,79
4164628,79
4154935,79
4043342,79
4606964,79
4963995,79
3351635,79
4753223,79
4364837,79
4226848,79
4899333,79
3748356,79
4742018,79
4055801,79
4578530,79
4166464,79
4814980,79
3596275,79
3638640,79
4225410,79
4132318,79
4705038,79
4373218,79
5227878,79
5109417,79
5134159,79
5171650,79
5212742,79
4872456,79
4588258,78
4256514,78
5014267,78
4595583,78
3671236,78
3710324,78
4166018,78
4524244,78
4777595,78
4893335,78
3488022,78
4738666,78
4983167,78
5038209,78
4216462,78
4517686,78
3969196,78
4020829,78
4066851,78
2797201,78
4314349,78
4914568,78
4695274,78
4649563,78
4887100,78
4635208,78
4508595,78
3841031,78
4756706,78
3605750,78
4162377,78
4264924,78
3757306,78
4683194,78
4860743,78
3815604,78
3901863,78
4654039,78
4674044,78
524219,78
5091942,78
5058679,78
5057932,78
5396635,78
3991755,78
4731049,78
2703316,78
4097895,78
4128658,78
4300981,78
4177315,78
4568737,78
3547828,78
4222903,78
4562839,78
3470875,78
4418392,78
4772882,78
4656463,78
3738339,78
4752951,78
4245344,78
4557934,78
4467036,78
4523273,78
4704734,78
4229360,78
4545023,78
4431977,78
4894842,78
4669466,78
4117542,78
4568581,78
4447227,78
4615879,78
3642930,78
4169123,78
4657756,78
4592546,78
5259106,78
5225820,78
5326898,78
5437027,78
5216278,78
5355283,78
5142634,78
5152100,78
5095454,78
5065347,78
4843542,77
3915921,77
4646745,77
5023488,77
4257699,77
3009235,77
4186438,77
4169303,77
4873191,77
4072146,77
4223067,77
4979959,77
3905025,77
5008930,77
3929678,77
4245245,77
4384004,77
4766300,77
4507466,77
4166152,77
4627977,77
4172066,77
4486539,77
4893623,77
4193131,77
4734764,77
3711422,77
4518508,77
4897642,77
4967203,77
3757768,77
4616650,77
3297745,77
4438931,77
4543090,77
4832696,77
3429963,77
4500195,77
4926255,77
950785,77
4356546,77
4364073,77
3767756,77
4511502,77
4209563,77
4582731,77
2761791,77
5274768,77
5084867,77
5383917,77
5261044,77
5224056,77
5377051,77
5148154,77
4474177,77
4752498,77
4569026,77
4089794,77
4482516,77
4896291,77
4856857,77
3121006,77
4458076,77
4210802,77
4388524,77
3895636,77
4539996,77
4745051,77
3998215,77
4278747,77
4954325,77
4506326,77
3154281,77
4861711,77
4947345,77
3991766,77
4660218,77
4409323,77
4972484,77
4450553,77
3396777,77
4627432,77
3806593,77
3839318,77
4273920,77
4965738,77
4009251,77
3695921,77
4572186,77
4564903,77
3953414,77
3710933,77
3721557,77
3087828,77
4139009,77
4479761,77
5145684,77
5113369,77
5067071,77
5127909,77
5151092,77
5289276,77
5093109,77
5130335,77
4613500,76
4586038,76
4762516,76
4104190,76
4844569,76
5062103,76
4700374,76
4497765,76
4628072,76
4527724,76
4551378,76
4148772,76
4139234,76
3266113,76
2999835,76
4029963,76
4748618,76
3661423,76
4196836,76
4293435,76
